investor_id,name,type,geography,companies_backed,rounds_participated,sectors,stages,cities,lead_investments,portfolio_notes
INV1305,Sequoia India (now Peak XV),,,1,2,SaaS/customer engagement,; Series D,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1306,Wing VC,,,1,1,fintech/trade finance,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1307,TI Platform Management,,,1,1,fintech/trade finance,Series C,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1308,East West Bank,,,1,1,fintech/trade finance,Later Stage VC,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1309,Sumitomo Mitsui Banking Corporation,,,1,1,fintech/trade finance,Later Stage VC,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1310,GMO Payment Gateway,,,1,1,fintech/trade finance,Later Stage VC,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1311,TD Bank,,,1,1,fintech/trade finance,Conventional Debt,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1312,Krishnan Vishwanathan,,,1,1,fintech lending,Seed,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1313,Aasaan Retail,,,1,1,fintech lending,Seed,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1314,Endiya Partners,,,1,4,fintech lending,Series A; Series B; Series C; Series E,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1315,Ventureast,,,1,3,fintech lending,Series A; Series B; Series C,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1316,Fosun RZ Capital,,,1,3,fintech lending,Series A; Series C,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1317,Sistema Asia Capital,,,1,1,fintech lending,Series C,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1318,Vertex Holdings,,,1,1,fintech lending,Series C,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1319,Vertex Growth,,,1,1,fintech lending,Series E,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1320,Sachin Tendulkar,,,2,2,auto/used cars; fintech lending,Angel; Series E,Gurugram; Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1321,IDG Ventures India,,,1,2,ecommerce/eyewear,Series A; Series C,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1322,Unilazer Ventures,,,1,1,ecommerce/eyewear,Series B,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1323,International Finance Corporation,,,1,1,ecommerce/eyewear,Series D,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1324,Acies Ventures,,,1,2,fintech lending,Seed,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1325,PointOne Capital,,,1,2,fintech lending,Seed,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1326,Other Angels,,,1,1,fintech lending,Seed,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1327,Keiretsu Forum,,,1,1,healthtech payments,Seed,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1328,CanBank Venture Capital Fund,,,1,1,healthtech payments,Pre-Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1329,IA Growth Opportunities Fund,,,1,1,healthtech payments,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1330,Brew Opportunities Fund,,,1,1,healthtech payments,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1331,Finvolve Ventures,,,1,1,healthtech payments,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1332,FirstPort Capital,,,1,1,healthtech payments,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1333,Maithan Family Office,,,1,1,healthtech payments,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1334,Merck Global Health Innovation Fund,,,1,1,healthtech / AI diagnostics,Series D,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1335,Novo Nordisk,,,1,1,healthtech / AI diagnostics,Series D,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1336,OeEB,,,1,3,cleantech / circular economy / PET recycling,; Credit line / project financing,Pune,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1337,Moon Beverage Limited,,,1,1,cleantech / circular economy / PET recycling,,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1338,Jainarain Fabtech,,,1,1,cleantech / circular economy / PET recycling,,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1339,family office,,,1,2,gaming / PC-console game development,; Seed,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1340,Five Sigma,,,1,3,edtech / school SaaS / AI learning,; Pre-Series B,Gurugram,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1341,Morphosis,,,1,2,edtech / school SaaS / AI learning,; Pre-Series B,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1342,Alicorn,,,1,2,edtech / school SaaS / AI learning,; Pre-Series B,Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1343,Just Climate,,,1,3,agritech / crop inputs,; Series E / equity,Pune,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1344,Aavishkaar Capital,,,2,12,agritech / crop inputs; geospatial intelligence,Seed; Series A; Series B; Series C; Series D; Series E,Gurugram; Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1345,Kunal Bahl,,,1,1,agritech / crop inputs,Seed,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1346,Rohit Kumar Bansal,,,1,1,agritech / crop inputs,Seed,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1347,Rabo Frontier Ventures,,,1,3,agritech / crop inputs,Series C; Series D; Series E,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1348,Hero Enterprise,,,1,3,agritech / crop inputs,Series D; Series E,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1349,CDC Group,,,1,2,agritech / crop inputs,Series D,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1350,British International Investments,,,1,1,agritech / crop inputs,Series E,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1351,Aavishkaar India,,,1,2,agritech / crop inputs,Equity funding; Series E2,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1352,Hero Corp,,,1,1,agritech / crop inputs,Series E2,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1353,Hero Enterprises,,,1,1,agritech / crop inputs,Equity funding,Pune,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1354,Incubate Fund Asia,,,1,2,fintech / embedded lending,; seed,Thane,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1355,LGT Lightstone Aspada,,,1,2,agritech / post-harvest,Pre-Series B; Series B,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1356,Quona Capital,,,1,5,agritech / post-harvest,Conventional Debt; Series B; Series C,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1357,Asia Impact SA,,,1,2,agritech / post-harvest,Series C,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1358,Lightrock India,,,2,4,agritech / post-harvest; fintech / travel-fintech,Series C,Bengaluru; Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1359,Blue Earth Capital,,,1,2,agritech / post-harvest,Conventional Debt,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1360,Asia Impact,,,1,2,agritech / post-harvest,Conventional Debt,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1361,US International Development Finance Corporation,,,1,2,agritech / post-harvest,Conventional Debt,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1362,GuarantCo,,,1,2,agritech / post-harvest,Conventional Debt,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1363,Swedfund,,,1,2,agritech / post-harvest,Co-investment; Series D,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1364,Proparco,,,1,2,agritech / post-harvest,Co-investment; Series D,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1365,GEF South Asia Growth,,,1,1,agritech / post-harvest,Co-investment,Noida,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1366,Zeropearl VC,,,1,3,ai (BFSI enterprise),pre-seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1367,startup founders and operators,,,1,1,ai (BFSI enterprise),pre-seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1368,AJVC,,,1,1,ai / contact centre,first round (pre-seed),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1369,India Accelerator,,,2,2,defence tech; ev mobility premium,Seed; seed,Bengaluru; Gurugram,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1370,multistage VC arm,,,1,1,defence tech,seed,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1371,NSRCEL Women Startup Program,,,1,1,defence tech,accelerator/incubator,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1372,NSRCEL Women Startup Program (IIM Bangalore),,,1,1,defence tech,accelerator/incubator,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1373,Kotak Alternate Asset Managers (Kotak Alts),,,1,1,biotech cell/gene,undisclosed (life-sciences investment),Delhi,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV1374,Hero Enterprise Partner Ventures,,,1,1,semiconductor cgra,Series A (2nd tranche),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
